CodigoNacional;NombreEstacion;Latitud;Altura;A�o;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;1;17.1;22.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;2;16.4;22.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;3;19.0;23.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;4;19.0;23.4
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;5;16.0;23.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;6;17.1;22.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;7;16.2;22.6
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;8;18.8;23.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;9;14.1;21.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;10;15.4;22.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;11;15.2;23.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;12;16.4;22.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;13;16.8;22.6
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;14;19.2;23.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;15;18.8;23.6
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;16;19.2;23.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;17;16.3;23.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;18;19.1;24.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;19;18.8;23.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;20;19.1;23.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;21;18.5;23.4
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;22;18.1;23.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;23;18.9;23.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;24;19.5;24.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;25;18.1;24.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;26;18.1;25.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;27;19.5;25.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;28;19.2;25.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;29;18.5;25.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;30;19.0;23.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;12;31;19.2;24.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;1;17.4;22.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;2;16.9;22.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;3;19.2;23.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;4;16.9;23.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;5;15.8;22.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;6;16.8;22.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;7;16.6;22.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;8;17.6;22.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;9;15.8;22.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;10;16.8;22.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;11;17.1;22.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;12;17.6;22.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;13;17.0;22.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;14;17.8;22.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;15;17.3;22.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;16;19.2;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;17;17.9;23.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;18;17.8;23.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;19;17.0;23.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;20;18.7;23.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;21;18.0;23.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;22;18.3;23.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;23;18.4;23.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;24;19.0;24.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;25;17.9;24.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;26;18.1;24.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;27;19.0;26.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;28;19.6;25.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;29;19.4;25.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;30;19.3;24.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;12;31;19.8;24.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;1;4.3;25.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;2;5.2;25.9
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;3;7.1;24.7
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;4;4.7;24.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;5;5.2;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;6;5.7;26.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;7;6.3;26.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;8;5.4;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;9;5.4;25.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;10;6.7;24.7
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;11;4.1;24.8
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;12;3.4;25.1
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;13;4.2;26.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;14;5.9;25.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;15;4.9;25.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;16;6.5;25.5
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;17;5.5;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;18;5.3;25.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;19;6.7;24.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;20;5.5;25.4
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;21;5.9;26.5
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;22;5.5;25.1
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;23;10.4;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;24;9.2;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;25;7.2;25.1
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;26;5.0;24.5
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;27;7.9;23.1
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;12;28;6.1;21.6
