CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;01;20.7;25.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;02;19.7;26.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;03;20.7;26.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;04;20.3;25.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;05;20.2;26.6
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;06;19.9;25.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;07;19.2;25.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;08;21.2;26.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;09;18.8;25.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;10;18.9;26.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;11;20.0;26.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;12;19.3;25.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;13;20.1;26.6
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;14;19.0;24.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;15;20.5;26.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;16;19.0;24.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;17;18.9;23.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;18;18.1;24.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;19;17.4;24.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2021;03;20;18.4;23.7
